valid_time,t2m,latitude,longitude
2020-01-17 22:00:00,270.75183,41.75,-87.75
2020-01-17 23:00:00,270.46478,41.75,-87.75
2020-01-18 00:00:00,270.2143,41.75,-87.75
2020-01-18 01:00:00,270.34866,41.75,-87.75
2020-01-18 02:00:00,270.60196,41.75,-87.75
2020-01-18 03:00:00,271.0241,41.75,-87.75
2020-01-18 04:00:00,271.21823,41.75,-87.75
2020-01-18 05:00:00,271.60242,41.75,-87.75
2020-01-18 06:00:00,272.06396,41.75,-87.75
2020-01-18 07:00:00,272.50458,41.75,-87.75
2020-01-18 08:00:00,272.8651,41.75,-87.75
2020-01-18 09:00:00,273.26175,41.75,-87.75
2020-01-18 10:00:00,273.78662,41.75,-87.75
2020-01-18 11:00:00,274.01526,41.75,-87.75
2020-01-18 12:00:00,274.48407,41.75,-87.75
2020-01-18 13:00:00,274.78873,41.75,-87.75
2020-01-18 14:00:00,275.22925,41.75,-87.75
2020-01-18 15:00:00,275.59375,41.75,-87.75
2020-01-18 16:00:00,275.48627,41.75,-87.75
2020-01-18 17:00:00,274.80444,41.75,-87.75
2020-01-18 18:00:00,274.576,41.75,-87.75
2020-01-18 19:00:00,274.58902,41.75,-87.75
2020-01-18 20:00:00,273.8335,41.75,-87.75
2020-01-18 21:00:00,271.42993,41.75,-87.75
2020-01-18 22:00:00,268.2288,41.75,-87.75
2020-01-18 23:00:00,266.1275,41.75,-87.75
2020-01-19 00:00:00,264.90427,41.75,-87.75
2020-01-19 01:00:00,264.0638,41.75,-87.75
2020-01-19 02:00:00,263.23083,41.75,-87.75
2020-01-19 03:00:00,261.7727,41.75,-87.75
2020-01-19 04:00:00,261.22614,41.75,-87.75
2020-01-19 05:00:00,260.79474,41.75,-87.75
2020-01-19 06:00:00,260.02734,41.75,-87.75
2020-01-19 07:00:00,259.42688,41.75,-87.75
2020-01-19 08:00:00,258.97437,41.75,-87.75
2020-01-19 09:00:00,258.40448,41.75,-87.75
2020-01-19 10:00:00,257.13184,41.75,-87.75
2020-01-19 11:00:00,257.11536,41.75,-87.75
2020-01-19 12:00:00,257.2303,41.75,-87.75
2020-01-19 13:00:00,257.47784,41.75,-87.75
2020-01-19 14:00:00,257.65198,41.75,-87.75
2020-01-19 15:00:00,259.09277,41.75,-87.75
2020-01-19 16:00:00,260.1529,41.75,-87.75
2020-01-19 17:00:00,261.82416,41.75,-87.75
2020-01-19 18:00:00,263.24664,41.75,-87.75
2020-01-19 19:00:00,264.3258,41.75,-87.75
2020-01-19 20:00:00,265.16425,41.75,-87.75
2020-01-19 21:00:00,266.21606,41.75,-87.75
2020-01-19 22:00:00,265.93677,41.75,-87.75
2020-01-19 23:00:00,265.8893,41.75,-87.75
2020-01-20 00:00:00,265.87427,41.75,-87.75
2020-01-20 01:00:00,266.03223,41.75,-87.75
2020-01-20 02:00:00,266.13458,41.75,-87.75
2020-01-20 03:00:00,266.21777,41.75,-87.75
2020-01-20 04:00:00,266.40018,41.75,-87.75
2020-01-20 05:00:00,266.1232,41.75,-87.75
2020-01-20 06:00:00,266.06772,41.75,-87.75
2020-01-20 07:00:00,266.3918,41.75,-87.75
2020-01-20 08:00:00,266.5818,41.75,-87.75
2020-01-20 09:00:00,266.69708,41.75,-87.75
2020-01-20 10:00:00,267.28894,41.75,-87.75
2020-01-20 11:00:00,267.58844,41.75,-87.75
2020-01-20 12:00:00,267.94272,41.75,-87.75
2020-01-20 13:00:00,268.04364,41.75,-87.75
2020-01-20 14:00:00,268.39316,41.75,-87.75
2020-01-20 15:00:00,268.9901,41.75,-87.75
2020-01-20 16:00:00,269.905,41.75,-87.75
2020-01-20 17:00:00,270.53595,41.75,-87.75
2020-01-20 18:00:00,271.3047,41.75,-87.75
2020-01-20 19:00:00,271.5455,41.75,-87.75
2020-01-20 20:00:00,271.91727,41.75,-87.75
2020-01-20 21:00:00,272.09143,41.75,-87.75
2020-01-20 22:00:00,271.54187,41.75,-87.75
2020-01-20 23:00:00,270.94867,41.75,-87.75
2020-01-21 00:00:00,270.6526,41.75,-87.75
2020-01-21 01:00:00,269.89667,41.75,-87.75
2020-01-21 02:00:00,269.52185,41.75,-87.75
2020-01-21 03:00:00,268.53333,41.75,-87.75
2020-01-21 04:00:00,268.20306,41.75,-87.75
2020-01-21 05:00:00,267.88516,41.75,-87.75
2020-01-21 06:00:00,267.7518,41.75,-87.75
2020-01-21 07:00:00,267.51425,41.75,-87.75
2020-01-21 08:00:00,267.37628,41.75,-87.75
2020-01-21 09:00:00,266.96967,41.75,-87.75
2020-01-21 10:00:00,266.29022,41.75,-87.75
2020-01-21 11:00:00,266.13647,41.75,-87.75
2020-01-21 12:00:00,265.66986,41.75,-87.75
2020-01-21 13:00:00,265.101,41.75,-87.75
2020-01-21 14:00:00,265.52966,41.75,-87.75
2020-01-21 15:00:00,267.4677,41.75,-87.75
2020-01-21 16:00:00,269.0041,41.75,-87.75
2020-01-21 17:00:00,270.37598,41.75,-87.75
2020-01-21 18:00:00,271.49634,41.75,-87.75
2020-01-21 19:00:00,272.00458,41.75,-87.75
2020-01-21 20:00:00,272.38934,41.75,-87.75
2020-01-21 21:00:00,272.4773,41.75,-87.75
2020-01-21 22:00:00,271.94696,41.75,-87.75
2020-01-21 23:00:00,271.11716,41.75,-87.75
2020-01-22 00:00:00,270.4933,41.75,-87.75
2020-01-22 01:00:00,270.1388,41.75,-87.75
2020-01-22 02:00:00,269.9013,41.75,-87.75
2020-01-22 03:00:00,269.70114,41.75,-87.75
2020-01-22 04:00:00,269.6037,41.75,-87.75
2020-01-22 05:00:00,269.34442,41.75,-87.75
2020-01-22 06:00:00,269.14993,41.75,-87.75
2020-01-22 07:00:00,269.09045,41.75,-87.75
2020-01-22 08:00:00,269.03418,41.75,-87.75
2020-01-22 09:00:00,268.95996,41.75,-87.75
2020-01-22 10:00:00,268.87476,41.75,-87.75
2020-01-22 11:00:00,268.83643,41.75,-87.75
2020-01-22 12:00:00,268.8225,41.75,-87.75
